Identifier	Character	Dialogue	Filename	Line Number
scene15_d246f610	bb	These are free range! These are good to eat!	game/scripts/parsed_15 scene15.rpy	255
scene15_3f858472	mm	My sis here gets sorta particular about food. Just warning you now.	game/scripts/parsed_15 scene15.rpy	260
scene15_7dbe57bb		Too little too late. I lean forward, grabbing the eggs from the top shelf, and place them carefully in the trolley.	game/scripts/parsed_15 scene15.rpy	262
scene15_f35831fb		All my hard earned money, gone. I sigh, begin to push forward, and--	game/scripts/parsed_15 scene15.rpy	263
scene15_03b126fb	st	Hey! You guys!	game/scripts/parsed_15 scene15.rpy	271
scene15_0bcd9fa9		A familiar voice calls, and I turn to see S_Tan walking down the aisle and waving to us. Sure enough, Misaki walks behind her, looking down at the ground as she pushes her own cart forward.	game/scripts/parsed_15 scene15.rpy	278
scene15_a4a42fdc		Great.	game/scripts/parsed_15 scene15.rpy	279
scene15_78e0fdc1		Just what I needed.	game/scripts/parsed_15 scene15.rpy	280
scene15_01ddce9d	mm	Yo, S_Tan~!	game/scripts/parsed_15 scene15.rpy	284
scene15_ca1d8ba0	bb	Sati~!	game/scripts/parsed_15 scene15.rpy	289
scene15_922ff6a3		The two demons move forward, their ensuing reunion as loud and overbearing as possible.	game/scripts/parsed_15 scene15.rpy	294
scene15_7e9ec327		I look to see if there is anything else here I need, but I spot Misaki out of the corner of my eye. Of course, she'd be here with S-Tan too.	game/scripts/parsed_15 scene15.rpy	297
scene15_d8e97e41	riv	Uh, hi.	game/scripts/parsed_15 scene15.rpy	301
scene15_58df0fce	pro	Hello.	game/scripts/parsed_15 scene15.rpy	305
scene15_e7f97a90		Her words are short. Stuttered. It seems unlike the Countess I knew before.	game/scripts/parsed_15 scene15.rpy	307
scene15_7b4248e4		That doesn’t bother me in the slightest. I turn back to the aisle, and-	game/scripts/parsed_15 scene15.rpy	309
scene15_448b1e18	riv	Move.	game/scripts/parsed_15 scene15.rpy	313
scene15_21b5660d	pro	Excuse me?	game/scripts/parsed_15 scene15.rpy	317
scene15_15be2fa1	riv	I-I need to go p-past you. Move.	game/scripts/parsed_15 scene15.rpy	321
scene15_754c0ee8		I suppose it would be unwise to cause a scene. I do as instructed.	game/scripts/parsed_15 scene15.rpy	323
scene15_4b561222		Misaki moves forward, heading to the self checkout at the end of the corridor.	game/scripts/parsed_15 scene15.rpy	327
scene15_1bd1bd3c		She sends a card through it and begins to place her items there - a {i}beep{/i} sounding for each one.	game/scripts/parsed_15 scene15.rpy	330
scene15_f14abe41		I look away, focused on my own task. The next item on this list seems to be butter, which is attainable. I move, head along the aisle, and--	game/scripts/parsed_15 scene15.rpy	331
scene15_a60c7aa8	riv	{b}Fuck!{/b}	game/scripts/parsed_15 scene15.rpy	336
scene15_0c7548b6		I jolt at the sudden noise and look to its source. Misaki is still at the machine, only one or two products away from finishing. An angry expression is scrawled across her face, but I'm not exactly sure why.	game/scripts/parsed_15 scene15.rpy	339
scene15_bc14c21f		Against my better judgement, I ask.	game/scripts/parsed_15 scene15.rpy	341
scene15_dcc1aa94	pro	What's wrong?	game/scripts/parsed_15 scene15.rpy	344
scene15_a4534ae0		She looks at me, staring for a second.	game/scripts/parsed_15 scene15.rpy	347
scene15_905301aa	riv	I-I don't have enough money. I only have a few notes, and...	game/scripts/parsed_15 scene15.rpy	351
scene15_5580ac4f		She trails off, looking away for a moment.	game/scripts/parsed_15 scene15.rpy	353
scene15_ba0fd993	pro	Do you need everything there?	game/scripts/parsed_15 scene15.rpy	356
scene15_484b0ff6	riv	Y-Yes. I-I need to, um…	game/scripts/parsed_15 scene15.rpy	360
scene15_134b0fb5	riv	...	game/scripts/parsed_15 scene15.rpy	364
scene15_9c45ab34	riv	I need to, um, replenish my mana for our fight.	game/scripts/parsed_15 scene15.rpy	369
scene15_84652ca2		She needs to replenish her power?	game/scripts/parsed_15 scene15.rpy	375
scene15_df8be335		Hmph.	game/scripts/parsed_15 scene15.rpy	376
scene15_eb1a1cd1		I suppose I understand. Magic - {i}summoning{/i} to be more specific - was taxing. If the summoner wasn't in peak condition, then the spell would simply burn the flesh in order to meet its cost.	game/scripts/parsed_15 scene15.rpy	377
scene15_7c77a20a		Obviously, I did not want to try and summon without the required mana.	game/scripts/parsed_15 scene15.rpy	378
scene15_cc750e2c		And somehow, I doubted that even Misaki was foolish enough to do so.	game/scripts/parsed_15 scene15.rpy	379
scene15_ed951f38		If she wasn’t able to replenish her stamina, then she would hardly be ready for our showdown.	game/scripts/parsed_15 scene15.rpy	380
scene15_d600cb87		But was there any satisfaction to be found in that sort of victory?	game/scripts/parsed_15 scene15.rpy	381
scene15_8fa99d45		No!	game/scripts/parsed_15 scene15.rpy	382
scene15_5d14002f		It was hollow at best.	game/scripts/parsed_15 scene15.rpy	383
scene15_e8098517		And for the Demon Lord Sebastian Wolfgang IV, hollow simply wasn't good enough.	game/scripts/parsed_15 scene15.rpy	384
scene15_9d722d3f		I walked over to Misaki, bringing my wallet out with a sigh.	game/scripts/parsed_15 scene15.rpy	386
scene15_c08fc550	pro	How, uh, much do you need?	game/scripts/parsed_15 scene15.rpy	389
scene15_6e5e6fe9		She paused, glaring at me.	game/scripts/parsed_15 scene15.rpy	392
scene15_06a01e00	riv	There’s no need for you to do that.	game/scripts/parsed_15 scene15.rpy	396
scene15_00284200	pro	I want to.	game/scripts/parsed_15 scene15.rpy	400
scene15_eb8b5216		She pauses again. Looks away, for a moment…	game/scripts/parsed_15 scene15.rpy	403
scene15_7e39ed62	riv	Fine.	game/scripts/parsed_15 scene15.rpy	407
scene15_82f7fe3e		And finally put the last of her items under the scanner.	game/scripts/parsed_15 scene15.rpy	409
scene15_8ccb0cb2	riv	¥1200.	game/scripts/parsed_15 scene15.rpy	413
scene15_b4c2690c		That amount seemed pitiful. I reached into my wallet and pulled out two ¥1000 notes, then gave them to her.	game/scripts/parsed_15 scene15.rpy	415
scene15_b5a18a76	pro	You can keep the change.	game/scripts/parsed_15 scene15.rpy	419
scene15_7220b2f6		The noise that initially comes out of her mouth is akin to a growl, but she stops and collects herself.	game/scripts/parsed_15 scene15.rpy	422
scene15_de005129	riv	...Thanks.	game/scripts/parsed_15 scene15.rpy	426
scene15_51c7d9a7	pro	You're welcome.	game/scripts/parsed_15 scene15.rpy	429
scene15_8e646916		I try to give the best smile I can. Just for her. Just for today, before we meet again.	game/scripts/parsed_15 scene15.rpy	431
scene15_c7bbf31e	st	Aww, you guys are so cute together!	game/scripts/parsed_15 scene15.rpy	436
scene15_7d867fd3		S_Tan walks over to the two of us, Mami and Bubble behind her.	game/scripts/parsed_15 scene15.rpy	444
scene15_701a1a64	st	Y'know, I bet you two would make, like, really good friends!	game/scripts/parsed_15 scene15.rpy	448
scene15_43105a50	riv	No we wouldn't.	game/scripts/parsed_15 scene15.rpy	454
scene15_688fe53c	pro	No we wouldn't.	game/scripts/parsed_15 scene15.rpy	457
scene15_2fe63c9c		Silence, for a moment. We look - {i}glare{/i} - at each other before they erupt into laughter. Mami and S-Tan giggle; Bubble collapses, breathless.	game/scripts/parsed_15 scene15.rpy	463
scene15_9bb3140b		The confusion is palpable. I look at the group, trying to understand their laughter.	game/scripts/parsed_15 scene15.rpy	470
scene15_e63e7ca7	riv	Why are you laughing?	game/scripts/parsed_15 scene15.rpy	475
scene15_a8a2f0eb	pro	Why are you laughing?	game/scripts/parsed_15 scene15.rpy	478
scene15_309cf9ed		More laughter. Mostly from them, some - a brief chuckle - from me. The humour in the room is surprisingly infectious.	game/scripts/parsed_15 scene15.rpy	484
scene15_f2ecd26f	st	Yeah, definitely. You two would get along {i}so{/i} well with one another.	game/scripts/parsed_15 scene15.rpy	490
scene15_a2b25f85		Unlikely, but I suppose for now I - {i}we{/i} - will humour the possibility.	game/scripts/parsed_15 scene15.rpy	494
scene15_a20cefa7_2		...	game/scripts/parsed_15 scene15.rpy	495
scene15_d845a140		... ...	game/scripts/parsed_15 scene15.rpy	496
scene15_ef635018		... ... ...	game/scripts/parsed_15 scene15.rpy	497
scene16_1e9d46c9		Eventually, we each go our separate ways, Misaki and Satan exit the supermarket early, to the sadness of the two demons and the indifference of myself.	game/scripts/parsed_16 scene16.rpy	6
scene16_8d269cdc		Once we had everything we needed, we - {i}I{/i} paid and left, the voices of the twin demons squabbling behind me.	game/scripts/parsed_16 scene16.rpy	7
scene16_05606148		We exit the superstore, the legion of people I saw before having vanished into the late afternoon.	game/scripts/parsed_16 scene16.rpy	11
scene16_3628085f		Where they go I don't know - probably to their unassuming, unexciting suburban life, if I had to guess.	game/scripts/parsed_16 scene16.rpy	12
scene16_1dca6ffd		I see my sister - the demon Lucy alongside her - at the car, and I push the trolley across the parking lot.	game/scripts/parsed_16 scene16.rpy	17
scene16_7f7b52d5		The weight feels almost Sisyphean, in a way.	game/scripts/parsed_16 scene16.rpy	18
scene16_55095941	sis	You done?	game/scripts/parsed_16 scene16.rpy	22
scene16_7c0d11cd	pro	Yes. We have finished our… gathering.	game/scripts/parsed_16 scene16.rpy	26
scene16_bdbabfeb	sis	Cool.	game/scripts/parsed_16 scene16.rpy	30
scene16_58cb60af		She moves, hoisting up the trunk of the car above her head and letting it hang.	game/scripts/parsed_16 scene16.rpy	33
scene16_6f3965ca	sis	Okay, put your stuff in--	game/scripts/parsed_16 scene16.rpy	37
scene16_b44541b1	mm	{b}Uwaaaaa--!{/b}	game/scripts/parsed_16 scene16.rpy	43
scene16_b26e29e9		A scream - piercing, louder than the judgement of the gods - sounded through the parking lot. I turn, unsure of who the noise is coming from. A banshee? A mandrake? A child?	game/scripts/parsed_16 scene16.rpy	45
scene16_c7422be1		...None of the above, apparently.	game/scripts/parsed_16 scene16.rpy	49
scene16_3a01c8a0	mm	Where is it? {b}Where is it!?{/b}	game/scripts/parsed_16 scene16.rpy	53
scene16_620ca11f	lu	W-where's what?	game/scripts/parsed_16 scene16.rpy	59
scene16_e8bea1af		Personally, I'm wondering the same thing.	game/scripts/parsed_16 scene16.rpy	61
scene16_2d9d84b3	mm	M-My necklace... it's gone!	game/scripts/parsed_16 scene16.rpy	65
scene16_d1eea1f3	pro	...Gone?	game/scripts/parsed_16 scene16.rpy	70
scene16_eea3f980	mm	I've lost it, I've dropped it, I-I might not be able to have it again, I…	game/scripts/parsed_16 scene16.rpy	74
scene16_140c6ba3		She trails, looking off.	game/scripts/parsed_16 scene16.rpy	76
scene16_16171657		Honestly, I'm not sure how one could even lose something they had placed on their neck, but I suppose I wouldn't know. I've never worn one, after all.	game/scripts/parsed_16 scene16.rpy	77
scene16_de76ca92	bb	Aww, sucks that it {i}vanished,{/i} sis. How do you think you lost it?	game/scripts/parsed_16 scene16.rpy	82
scene16_6c004598	mm	I don't... I can't.. I... I had it.	game/scripts/parsed_16 scene16.rpy	86
scene16_5f4fc4c3	mm	Did I drop it…? No, of course not, but then...	game/scripts/parsed_16 scene16.rpy	91
scene16_3ce59394		She seems... despondent, in a way. Incapable of response, as if she had seen what laid on the deepest circles of Hell and lived to tell the tale.	game/scripts/parsed_16 scene16.rpy	93
scene16_28476c97		Of course, she almost certainly had.	game/scripts/parsed_16 scene16.rpy	94
scene16_e342a6d8	lu	Do you want to, um, find it?	game/scripts/parsed_16 scene16.rpy	98
scene16_1d98f04d	mm	I… please… I…	game/scripts/parsed_16 scene16.rpy	102
scene16_be04be6f	bb	Don't we need to go homeeeeee, though?	game/scripts/parsed_16 scene16.rpy	107
scene16_ba0b1f4c	mm	...Are you stupid?	game/scripts/parsed_16 scene16.rpy	111
scene16_3382ad54	bb	...No?	game/scripts/parsed_16 scene16.rpy	115
scene16_447128a0	mm	{i}Do you not understand the importance of this necklace?{/i}	game/scripts/parsed_16 scene16.rpy	121
scene16_ab602833	bb	...Why should I?	game/scripts/parsed_16 scene16.rpy	125
scene16_91f261c3	mm	Tch. Typical.	game/scripts/parsed_16 scene16.rpy	131
scene16_977f5eb4		My sister sighs.	game/scripts/parsed_16 scene16.rpy	136
scene16_ba8cc7a7	sis	...We can wait a bit, I suppose. I can pack the car while you go look.	game/scripts/parsed_16 scene16.rpy	139
scene16_d7463e04	lu	...And I can help! I've got an eye for detail, so, um…	game/scripts/parsed_16 scene16.rpy	145
scene16_e65cdcc5	mm	Y-You can help?	game/scripts/parsed_16 scene16.rpy	149
scene16_559f802d	pro	Me too, if this bothers you that much.	game/scripts/parsed_16 scene16.rpy	153
scene16_f9ee1bee		Truth be told, I would rather be heading home by now - but given Mami's… reaction, I suppose that there wasn't much of a choice. As the summoner, I seemed to be her master, and what sort of master would voluntarily let their subjects suffer?	game/scripts/parsed_16 scene16.rpy	155
scene16_61aeeb25		A lot of masters, probably, but not me. I give the trolley to my sister, nod as she takes it, and walk to where the other three are.	game/scripts/parsed_16 scene16.rpy	156
scene16_5200abf8		Contented with the arrangement, Yumi moves to unload the cart.	game/scripts/parsed_16 scene16.rpy	158
scene16_8fb585c1		The other three look at me expectantly. Their eyes bore into me. The words that come out of my mouth are stilted. Stuttery.	game/scripts/parsed_16 scene16.rpy	161
scene16_f902a7ba	pro	So, uh, what do we do?	game/scripts/parsed_16 scene16.rpy	165
scene16_60f05607	lu	We look. I know how to look for these things, so, uh…	game/scripts/parsed_16 scene16.rpy	169
scene16_f43cf702	bb	This is {i}boooooorrrrrrrriiiiinnnnnnggggg{/i}...	game/scripts/parsed_16 scene16.rpy	175
scene16_88d86cca	pro	Go help my, uh, sister then.	game/scripts/parsed_16 scene16.rpy	178
scene16_02594db1	bb	Okkkkaaaaayyyyyyyyyyyy...	game/scripts/parsed_16 scene16.rpy	184
scene16_cbb77995		She leaves, though in a different direction. I get the feeling she has no plans to help Yumi...	game/scripts/parsed_16 scene16.rpy	188
scene16_4edfda9a		Well, now it's up to us to look through the labyrinthine parking lot.	game/scripts/parsed_16 scene16.rpy	189
scene16_386b3500		We take our separate paths wordlessly for the sake of efficiency.	game/scripts/parsed_16 scene16.rpy	192
scene16_fc1abf14		Now that the sun is nearly gone from the sky, there are almost no mortals inhabiting this parking lot. That is… convenient. Preferable, even. If I had to bump into someone, if I had to talk to someone who had no idea what the depths of this world were, I...	game/scripts/parsed_16 scene16.rpy	196
scene16_f36b0aa7		...Wouldn't know what to do. And {i}God{/i} knew what would happen if the Demon Lord Sebastian Wolfgang IV was caught off guard.	game/scripts/parsed_16 scene16.rpy	197
scene16_906b7ead		But now was not the time for unlikely hypotheticals. I had a necklace I needed to find. I turned a corner and saw a new part of the parking lot. Cars. Abandoned trolleys. Litter.	game/scripts/parsed_16 scene16.rpy	198
scene16_d5f4ed31		Eventually, I see a glint under a conspicuously-placed rock out on the grass. I walk forward, slightly curious. Is that what I'm looking for? Is that the thing Mami covets so dearly? I'm not entirely sure.	game/scripts/parsed_16 scene16.rpy	199
scene16_c46509fa		Still, I suppose there is no harm in looking. I walk to the dumpster, pick the… chain thing up, and--	game/scripts/parsed_16 scene16.rpy	200
scene16_ddefb65a	mm	{b}Mine!{/b}	game/scripts/parsed_16 scene16.rpy	205
scene16_6661f0cb		A force appears with the speed of a lightning bolt and wrenches the thing from my hands just as I am about to look at it. My body jolts. I look around. The sensation, the {i}thoughts{/i} are familiar. Is this…?	game/scripts/parsed_16 scene16.rpy	207
scene16_da300f50	mm	You found it. {i}You found it~!{/i}	game/scripts/parsed_16 scene16.rpy	211
scene16_9594a695		In front of me is Mami, bent over slightly. She is clutching, caressing the necklace, She isn't looking at me, nor the two demons coming up from behind her; she is only looking at the object in her hands.	game/scripts/parsed_16 scene16.rpy	214
scene16_cc89717c		Her {i}precious{/i} possession, as expected from the lord of greed.	game/scripts/parsed_16 scene16.rpy	215
scene16_9d1ddcee		I question how much it means, given her… extreme reaction.	game/scripts/parsed_16 scene16.rpy	216
scene16_6fc7a2c2	pro	What's so important about that necklace, anyway? You're fawning over it.	game/scripts/parsed_16 scene16.rpy	220
scene16_2dca26ba		To be honest, I would have preferred to ask why losing it prompted such a reaction from her, but I suppose that this is the… better way of asking it.	game/scripts/parsed_16 scene16.rpy	223
scene16_24740c37	mm	It's…	game/scripts/parsed_16 scene16.rpy	227
scene16_a08397f5		She pauses. Shakes her head. Continues.	game/scripts/parsed_16 scene16.rpy	230
scene16_1df67c10	mm	It's a necklace that my friend Leviathan gave to me, back… around a year ago, I guess.	game/scripts/parsed_16 scene16.rpy	235
scene16_031bab9a	mm	Admittedly it… might not be the most valuable; admittedly, I only took it because Levi made it, but…	game/scripts/parsed_16 scene16.rpy	239
scene16_db5b9632	mm	That's sort of the reason, y'know?	game/scripts/parsed_16 scene16.rpy	243
scene16_19cb86e2	mm	Like, Levi's a friend. She's not really my {i}bestest{/i} friend or anything like that but, like…	game/scripts/parsed_16 scene16.rpy	247
scene16_0b185382	mm	I still value her.	game/scripts/parsed_16 scene16.rpy	251
scene16_e3d941b5	mm	I still care about her.	game/scripts/parsed_16 scene16.rpy	255
scene16_b89dd14b	mm	And I care enough to know that she's the type of person who doesn't really make friends easily, who compares herself to others and looks down on everything bad they do.	game/scripts/parsed_16 scene16.rpy	259
scene16_dad3f437	mm	But I know that she sees herself as worse than others as well. I know she's jealous of other people. I know she wants to be on their level. I know that she expects what she makes to be the best, I know she wants others to care about her things.	game/scripts/parsed_16 scene16.rpy	263
scene16_38c7b87b	mm	So how would she feel if I had suddenly lost the necklace she had made for me?	game/scripts/parsed_16 scene16.rpy	267
scene16_50c646e3	mm	How would she feel if it seemed like what she did hadn't mattered?	game/scripts/parsed_16 scene16.rpy	271
scene16_dbc26217		Honestly, I don't know anything about this 'Levi' person, but I nod. The least I can do is pretend I understand.	game/scripts/parsed_16 scene16.rpy	273
scene16_00827eab	mm	And it's… like that with everyone. All my friends. All my family. I try to keep the things they give me. I try to show them that their gifts matter.	game/scripts/parsed_16 scene16.rpy	277
scene16_2a0ea8de	mm	I don't want to lose them; I don't want them to dislike me... I want to show them that they're important; I want to show them that I care.	game/scripts/parsed_16 scene16.rpy	281
scene16_cfa7df15	mm	I guess that's why this necklace is important to me.	game/scripts/parsed_16 scene16.rpy	285
scene16_0a784a04		Hm. Interesting.	game/scripts/parsed_16 scene16.rpy	287
scene16_4e81704e		I knew that Mami in front of me was the embodiment of greed...	game/scripts/parsed_16 scene16.rpy	288
scene16_b70df949		...but I supposed I never really saw that possessiveness as a good thing.	game/scripts/parsed_16 scene16.rpy	289
scene16_723eacbe		Hoarding things, keeping them just because you value the people who gave them to you.	game/scripts/parsed_16 scene16.rpy	290
scene16_c7b5c79f		I guess I will need to hold Mami in a different light.	game/scripts/parsed_16 scene16.rpy	291
scene16_a719ef7f	bb	Aww, you found it? I thought I did a good job of hiding it…	game/scripts/parsed_16 scene16.rpy	299
scene16_1590fe28		Bubble and Lucy walk onto the scene. What was Bubble doing here?	game/scripts/parsed_16 scene16.rpy	302
scene16_20bc44c9		And Lucy looked like she was on on the end of the nerves. Of course, then there was Mami...	game/scripts/parsed_16 scene16.rpy	303
scene16_7ed9b957	mm	{i}You{/i} hid this?	game/scripts/parsed_16 scene16.rpy	307
scene16_95005eab	bb	Yep!	game/scripts/parsed_16 scene16.rpy	311
scene16_e8d0ddb8	mm	You…	game/scripts/parsed_16 scene16.rpy	316
scene16_2867c4c2	bb	...got like, super flustered and stuff.	game/scripts/parsed_16 scene16.rpy	321
scene16_2eb28c5b		She giggles. You hear about twins finishing each other's sentences, but… I'm pretty sure that isn't what Mami's thinking.	game/scripts/parsed_16 scene16.rpy	326
scene16_c618fda4		What Mami's actually thinking... it would {i}probably{/i} raise the age rating of this game.	game/scripts/parsed_16 scene16.rpy	327
scene16_1d51543d	bb	It was great! You were like 'wa, wa, my precious necklace was gone,' and--	game/scripts/parsed_16 scene16.rpy	332
scene16_93e08069		Mami gives a sort of scoffing sound.	game/scripts/parsed_16 scene16.rpy	335
scene16_86079739	mm	Of course someone like {i}you{/i} wouldn't understand.	game/scripts/parsed_16 scene16.rpy	340
scene16_3b1dec4d	bb	Huh?	game/scripts/parsed_16 scene16.rpy	344
scene16_1008c9e9	mm	You just guzzle and consume whatever you can get your hands on and fail to take any of the {i}value{/i} out of it!	game/scripts/parsed_16 scene16.rpy	348
scene16_4eb9a1c5	bb	...Yeah. So?	game/scripts/parsed_16 scene16.rpy	352
scene16_14bca59b		A moment of silence, before Mami sighs.	game/scripts/parsed_16 scene16.rpy	355
scene16_aae068ce	mm	Whatever, no point in arguing. Let's just go home. {i}One{/i} of us needs to act like an adult, after all.	game/scripts/parsed_16 scene16.rpy	359
scene16_7fb134b1	bb	Oh, right. There's something I need to tell you.	game/scripts/parsed_16 scene16.rpy	364
scene16_85e5a723		She turns to me.	game/scripts/parsed_16 scene16.rpy	367
scene16_69d1368c	bb	Your sis got tired of waiting so she decided to take the stuff home without us.	game/scripts/parsed_16 scene16.rpy	371
scene16_a20cefa7		...	game/scripts/parsed_16 scene16.rpy	376
scene16_959f6596		{i}What.{/i}	game/scripts/parsed_16 scene16.rpy	378
scene16_99983a94	mm	{i}What.{/i}	game/scripts/parsed_16 scene16.rpy	381
scene16_36164ab9	lu	Wh-What?	game/scripts/parsed_16 scene16.rpy	384
scene16_5c751260	bb	Yeah, she said that we could just walk home. Apparently doesn't take that long.	game/scripts/parsed_16 scene16.rpy	389
scene16_4d2e15e8		Of all the--	game/scripts/parsed_16 scene16.rpy	392
scene16_fa5763fe	mm	Fine. Let's just… walk, yeah.	game/scripts/parsed_16 scene16.rpy	399
scene16_546781d2	lu	W-We might be able to make it back before sundown if w-we begin now.	game/scripts/parsed_16 scene16.rpy	403
scene16_551d0b38	mm	Right. I guess we start walking now?	game/scripts/parsed_16 scene16.rpy	407
scene16_c115bf65	pro	Yes. We should.	game/scripts/parsed_16 scene16.rpy	410
scene16_829bff70		And off we went.	game/scripts/parsed_16 scene16.rpy	413
scene17_ef26f21a		At long last, we finally reach my dwelling. Eager to leave the land of mortals, I head toward my room.	game/scripts/parsed_17 scene17.rpy	5
scene17_64e28e16		But unfortunately, I have more pressing matters to tend to.	game/scripts/parsed_17 scene17.rpy	6
scene17_0da0f032		My elder sister is already waiting for me inside.	game/scripts/parsed_17 scene17.rpy	14
scene17_b670eeea	sis	So, how was your walk?	game/scripts/parsed_17 scene17.rpy	20
scene17_27ce3455	pro	You don’t wanna know.	game/scripts/parsed_17 scene17.rpy	24
scene17_13323f10	sis	I don’t! Besides, you know, we had frozens. You don’t seriously expect me to let those melt, do you?	game/scripts/parsed_17 scene17.rpy	28
scene17_63990a19	pro	You stand before three demons and a demon lord! We could just do an ice incantation!	game/scripts/parsed_17 scene17.rpy	32
scene17_09bc433b	bb	Uh... Ice incantations?	game/scripts/parsed_17 scene17.rpy	37
scene17_a24e176a	mm	{i}Yeeeeaaaah,{/i} hate to break it to you, but most of us are the fire and brimstone type.	game/scripts/parsed_17 scene17.rpy	43
scene17_a85cd35b	lu	U-Um, I know some ice spells, but I’m not really any good at them, so...	game/scripts/parsed_17 scene17.rpy	50
scene17_dec77709	pro	...Well, I could have done it, of course, but I’m running a little low on mana.	game/scripts/parsed_17 scene17.rpy	55
scene17_05a8dd8d	sis	Yeah, you’re a real fearsome bunch and all, but have you considered the help of a mortal artifact?	game/scripts/parsed_17 scene17.rpy	59
scene17_51aae69a	sis	It’s called a {i}freezer.{/i}.	game/scripts/parsed_17 scene17.rpy	64
scene17_28aa1c97	bb	Food’s in the freezer? Got it!	game/scripts/parsed_17 scene17.rpy	68
scene17_aa8f169f	bb	Be back in a--	game/scripts/parsed_17 scene17.rpy	73
scene17_8158716a	mm	Oh no you don’t!	game/scripts/parsed_17 scene17.rpy	81
scene17_d818f9b7	bb	...Jiffy.	game/scripts/parsed_17 scene17.rpy	88
scene17_9a85633e	mm	Who do you think you are, trying to eat before everyone else? We’re starving too!	game/scripts/parsed_17 scene17.rpy	93
scene17_dd1c71df	bb	So? You eat before everyone else all the time!	game/scripts/parsed_17 scene17.rpy	98
scene17_8303529a	mm	That’s different! I--	game/scripts/parsed_17 scene17.rpy	104
scene17_353222ba	sis	Oh, shut up. Beepy is already working on dinner for everyone anyways.	game/scripts/parsed_17 scene17.rpy	108
scene17_a20cefa7		...	game/scripts/parsed_17 scene17.rpy	116
scene17_67aaa788		What?	game/scripts/parsed_17 scene17.rpy	118
scene17_eed67517		What sort of arcane...?	game/scripts/parsed_17 scene17.rpy	120
scene17_145bdc52		I extend a hand to Yumi’s shoulder.	game/scripts/parsed_17 scene17.rpy	123
scene17_64381a47	pro	Yumi, I’m... so proud of you.	game/scripts/parsed_17 scene17.rpy	126
scene17_83a0fa6f	sis	...Excuse me?	game/scripts/parsed_17 scene17.rpy	130
scene17_59af0afb	pro	For years, you’ve rejected your calling! Though you carry the blood of a sorcerer in your veins just as much - no, perhaps even more than I - your emotional state has always sealed your true potential!	game/scripts/parsed_17 scene17.rpy	136
scene17_9dd4dec8	pro	But now you’ve awoken, and your latent talent has allowed you to surpass even my years of study!	game/scripts/parsed_17 scene17.rpy	139
scene17_ac8983ee	sis	What the hell are you on about this time?	game/scripts/parsed_17 scene17.rpy	144
scene17_19ab098a	pro	Isn’t it obvious?	game/scripts/parsed_17 scene17.rpy	147
scene17_3c5e3ec5	pro	Beepy would never do something as useful as making dinner, let alone for other people! Even though I couldn’t, you must have become cognizant of your powers and started to control her!	game/scripts/parsed_17 scene17.rpy	151
scene17_f1b5b90b	bp	Nah. I was just reheating the leftover pizza. There’s even enough for everyone.	game/scripts/parsed_17 scene17.rpy	159
scene17_3bf0a01c		She comes out with several plates of reheated pizza. They looks crisp and good as new.	game/scripts/parsed_17 scene17.rpy	165
scene17_184da8e8	bb	Finally!	game/scripts/parsed_17 scene17.rpy	170
scene17_a2b09f56	mm	Hey! Take one at a time!	game/scripts/parsed_17 scene17.rpy	178
scene17_74195764	bb	But if you steal it from me, then {i}you{/i} have two! How’s that fair!?	game/scripts/parsed_17 scene17.rpy	184
scene17_545e49ed	mm	It’s because you started it! You stole from me like, 20 minutes ago!	game/scripts/parsed_17 scene17.rpy	190
scene17_1f13ae17		They run off, still squabbling over their share. Better to ignore them for now, I guess.	game/scripts/parsed_17 scene17.rpy	194
scene17_750f68e3		I guess I’ll just consider it part of my training, or something like that.	game/scripts/parsed_17 scene17.rpy	198
scene17_006ca939		Lucy quietly takes her share with a curt nod, before running off.	game/scripts/parsed_17 scene17.rpy	201
scene17_e2ce369a		Beepy moves closer to offer me a slice, but I find myself deep in thought.	game/scripts/parsed_17 scene17.rpy	207
scene17_016e3b12	pro	I see... I suppose the use of a microwave is within even Beepy’s capabilities - and so it seems my sister’s potential continues to slumber.	game/scripts/parsed_17 scene17.rpy	209
scene17_19dde08f	bp	Pssshh. The {i}microwave?{/i}	game/scripts/parsed_17 scene17.rpy	214
scene17_8b65aaf2	bp	Everyone knows that if you {i}really{/i} want to reheat pizza, you’ve gotta use the oven.	game/scripts/parsed_17 scene17.rpy	218
scene17_f64ee9d8		Then...	game/scripts/parsed_17 scene17.rpy	220
scene17_82d9f929		There’s only one explanation.	game/scripts/parsed_17 scene17.rpy	222
scene17_86fb3832		I put my arm on Yumi’s shoulder. Again.	game/scripts/parsed_17 scene17.rpy	226
scene17_029c2240	pro	Yumi... I take it back. The power stored within your veins has been unleashed after all.	game/scripts/parsed_17 scene17.rpy	230
scene17_019b1aea	sis	You’re an idiot.	game/scripts/parsed_17 scene17.rpy	235
scene17_084c7ce1	lu	A-Also, power being in the veins is just a common misconception. It’s actually stored in the arteries...	game/scripts/parsed_17 scene17.rpy	240
scene17_a2a69306	bp	Jeeeeeez. You think that {i}just{/i} because I’m a demon personifying sloth, I’ve gotta do everything the easy way?	game/scripts/parsed_17 scene17.rpy	246
scene17_ce67621f	pro	Um... Yes?	game/scripts/parsed_17 scene17.rpy	250
scene17_7cdbfd1b	bp	Oh, really? What next? Electric eels are electric?	game/scripts/parsed_17 scene17.rpy	255
